Key,Year,Url,Publication Title,Title,Abstract（英文）,Keywords,标题,Abstract（中文）,关键词,可用数据集,源代码,备注（如改进方向等）
Q5FA77SN,2023,https://doi.org/10.1145/3585004,TOSEM 2023,Modern Code Reviews - Survey of Literature and Practice,"Background: Modern Code Review (MCR) is a lightweight alternative to traditional code inspections. While secondary studies on MCR exist, it is uanknown whether the research community has targeted themes that practitioners consider important.","General and reference,Document types,Surveys and overviews,Software and its engineering,Software creation and management",现代法典评论——文献与实践综述,背景：现代代码审查（MCR）是传统代码检查的轻量级替代方案。虽然存在关于MCR的二级研究，但尚不清楚研究界是否有从业者认为重要的目标主题。,概述和参考，文件类型，综述和概述，软件及其工程，软件创建和管理,,,
2K6PN9ZX,2023,https://doi.org/10.1145/3534116,TOSEM 2023,"Graded Refinement, Retrenchment, and Simulation","Refinement of formal system models towards implementation has been a mainstay of system development since the inception of formal and Correct by Construction approaches to system development. However, pure refinement approaches do not always deal fluently with all desirable system requirements. This prompted the development of alternatives and generalizations, such as retrenchment. The crucial concept of simulation is key to judging the quality of the conformance between abstract and more concrete system models. Reformulations of these theoretical approaches are reprised and are embedded in a graded framework. The added flexibility this offers is intended to deal more effectively with the needs of applications in which the relationship between different levels of abstraction is not straightforward, and in which behavior can oscillate between conforming quite closely to an idealized abstraction and deviating quite far from it. The framework developed is confronted with an intentionally demanding case study: a model active control system for the protection of buildings during earthquakes. This offers many challenges: it is hybrid/cyber-physical; it has to respond to rather unpredictable inputs; and it has to straddle the gap between continuous behavior and discretized/quantized/numerical implementation.","Computer systems organization,Embedded and cyber-physical systems,Software and its engineering,Software creation and management,Software verification and validation,Formal software verification,Software organization and properties,Software functional properties,Formal methods",分级细化、再强化和模拟,自系统开发的正式方法和“按构造正确”方法问世以来，对正式系统模型的细化一直是系统开发的支柱。然而，纯粹的精化方法并不总是能够流利地处理所有期望的系统需求。这促使人们制定了替代方案和概括办法，如裁员。仿真的关键概念是判断抽象和更具体的系统模型之间一致性的质量的关键。这些理论方法的改革是重复的，并嵌入分级框架中。它提供的额外灵活性旨在更有效地处理应用程序的需求，在这些应用程序中，不同抽象级别之间的关系并不简单，并且行为可以在非常接近理想化抽象和远离理想化抽象之间摇摆。所开发的框架面临着一个有意要求的案例研究：一个用于地震期间建筑物保护的模型主动控制系统。这带来了许多挑战：它是混合/网络物理的；它必须对相当不可预测的投入作出反应；并且它必须跨越连续行为和离散化/量化/数值实现之间的差距。,计算机系统组织，嵌入式和信息物理系统，软件及其工程，软件创建和管理，软件验证和确认，正式软件验证，软件组织和属性，软件功能属性，正式方法,,,
L9FJQFJX,2023,https://doi.org/10.1145/3597208,TOSEM 2023,An Empirical Study on GitHub Pull Requests' Reactions,"The pull request mechanism is commonly used to propose source code modifications and get feedback from the community before merging them into a software repository. On GitHub, practitioners can provide feedback on a pull request by either commenting on the pull request or simply reacting to it using a set of pre-defined GitHub reactions, i.e., “Thumbs-up”, “Laugh”, “Hooray”, “Heart”, “Rocket”, “Thumbs-down”, “Confused”, and “Eyes”. While a large number of prior studies investigated how to improve different software engineering activities (e.g., code review and integration) by investigating the feedback on pull requests, they focused only on pull requests’ comments as a source of feedback. However, the GitHub reactions, according to our preliminary study, contain feedback that is not manifested within the comments of pull requests. In fact, our preliminary analysis of six popular projects shows that a median of 100% of the practitioners who reacted to a pull request did not leave any comment suggesting that reactions can be a unique source of feedback to further improve the code review and integration process.","Software and its engineering,Software creation and management,Collaboration in software development",GitHub拉取请求反应的实证研究,拉请求机制通常用于在将源代码合并到软件存储库之前提出修改源代码的建议并从社区获得反馈。在GitHub上，从业者可以通过评论拉取请求或简单地使用一组预定义的GitHub反应来提供对拉取请求的反馈，即“大拇指向上”、“大笑”、“Hooray”、“心脏”、“火箭”、“大拇指向下”、“困惑”和“眼睛”。尽管大量先前的研究调查了如何通过调查拉取请求的反馈来改进不同的软件工程活动（例如，代码审查和集成），但它们只关注拉取请求作为反馈来源的评论。然而，根据我们的初步研究，GitHub的反应包含的反馈并没有体现在拉取请求的评论中。事实上，我们对六个流行项目的初步分析表明，对撤回请求做出反应的从业者中，有100%的人没有留下任何评论，这表明反应可以成为进一步改进代码审查和集成过程的独特反馈来源。,软件及其工程，软件创建和管理，软件开发中的协作,,,
GA4YAFWI,2023,https://doi.org/10.1145/3533021,TOSEM 2023,A Machine Learning Approach for Automated Filling of Categorical Fields in Data Entry Forms,"Users frequently interact with software systems through data entry forms. However, form filling is time-consuming and error-prone. Although several techniques have been proposed to auto-complete or pre-fill fields in the forms, they provide limited support to help users fill categorical fields, i.e., fields that require users to choose the right value among a large set of options.","Computing methodologies,Machine learning,Machine learning approaches,Learning in probabilistic graphical models,Bayesian network models,Information systems,Information retrieval,Retrieval tasks and goals,Recommender systems,Software and its engineering,Software organization and properties,Extra-functional properties,Software usability",一种用于自动填充数据输入表单中类别字段的机器学习方法,用户经常通过数据输入表单与软件系统进行交互。然而，表单填写耗时且容易出错。尽管已经提出了几种技术来自动填写或预填写表单中的字段，但它们在帮助用户填写分类字段方面提供的支持有限，即要求用户在一大组选项中选择正确值的字段。,计算方法，机器学习，机器学习方法，概率图形模型学习，贝叶斯网络模型，信息系统，信息检索，检索任务和目标，推荐系统，软件及其工程，软件组织和属性，额外功能属性，软件可用性,,,
BPAJTZMU,2023,https://doi.org/10.1145/3514232,TOSEM 2023,Fold2Vec: Towards a Statement-Based Representation of Code for Code Comprehension,"We introduce a novel approach to source code representation to be used in combination with neural networks. Such a representation is designed to permit the production of a continuous vector for each code statement. In particular, we present how the representation is produced in the case of Java source code. We test our representation for three tasks: code summarization, statement separation, and code search. We compare with the state-of-the-art non-autoregressive and end-to-end models for these tasks. We conclude that all tasks benefit from the proposed representation to boost their performance in terms of F1-score, accuracy, and mean reciprocal rank, respectively. Moreover, we show how models trained on code summarization and models trained on statement separation can be combined to address methods with tangled responsibilities, meaning that these models can be used to detect code misconduct.","Computing methodologies,Machine learning,Machine learning approaches,Neural networks",Fold2Vec：面向代码理解的基于语句的代码表示,我们介绍了一种与神经网络结合使用的源代码表示的新方法。这样的表示被设计为允许为每个代码语句产生连续向量。特别是，我们介绍了在Java源代码的情况下如何生成表示。我们测试了三个任务的表示：代码摘要、语句分离和代码搜索。我们将这些任务与最先进的非自回归和端到端模型进行了比较。我们得出的结论是，所有任务都受益于所提出的表示，以分别提高其在F1级、准确性和平均倒数排名方面的性能。此外，我们还展示了如何将受过代码摘要训练的模型和受过语句分离训练的模型结合起来，以解决职责复杂的方法，这意味着这些模型可以用于检测代码不当行为。,计算方法，机器学习，机器学习方法，神经网络,,,
7IXKN3Y5,2023,https://doi.org/10.1145/3533818,TOSEM 2023,Single and Multi-objective Test Cases Prioritization for Self-driving Cars in Virtual Environments,"Testing with simulation environments helps to identify critical failing scenarios for self-driving cars (SDCs). Simulation-based tests are safer than in-field operational tests and allow detecting software defects before deployment. However, these tests are very expensive and are too many to be run frequently within limited time constraints.","Software and its engineering,Software creation and management,Search-based software engineering,Software verification and validation,Software defect analysis,Software testing and debugging",虚拟环境中自动驾驶汽车的单目标和多目标测试用例优先级,模拟环境测试有助于识别自动驾驶汽车（SDCs）的关键故障场景。基于模拟的测试比现场操作测试更安全，并且允许在部署前检测软件缺陷。然而，这些测试非常昂贵，而且数量太多，无法在有限的时间限制内频繁运行。,软件及其工程，软件创建和管理，基于搜索的软件工程，软件验证和确认，软件缺陷分析，软件测试和调试,,,
QWYX55NK,2023,https://doi.org/10.1145/3593803,TOSEM 2023,Automatic Core-Developer Identification on GitHub: A Validation Study,"Many open-source software projects are self-organized and do not maintain official lists with information on developer roles. So, knowing which developers take core and maintainer roles is, despite being relevant, often tacit knowledge. We propose a method to automatically identify core developers based on role permissions of privileged events triggered in GitHub issues and pull requests. In an empirical study on 25/GitHub projects, (1) we validate the set of automatically identified core developers with a sample of project-reported developer lists, and (2) we use our set of identified core developers to assess the accuracy of state-of-the-art unsupervised developer classification methods. Our results indicate that the set of core developers, which we extracted from privileged issue events, is sound and the accuracy of state-of-the-art unsupervised classification methods depends mainly on the data source (commit data versus issue data) rather than the network-construction method (directed versus undirected, etc.). In perspective, our results shall guide research and practice to choose appropriate unsupervised classification methods, and our method can help create reliable ground-truth data for training supervised classification methods.","Software and its engineering,Software creation and management,Collaboration in software development,Open source model",GitHub上的核心开发者自动识别：一项验证研究,许多开源软件项目都是自组织的，不维护包含开发者角色信息的官方列表。因此，知道哪些开发人员扮演核心和维护人员的角色，尽管是相关的，但往往是隐性的知识。我们提出了一种基于GitHub问题和拉取请求中触发的特权事件的角色权限自动识别核心开发人员的方法。在一项针对25/GitHub项目的实证研究中，（1）我们用项目报告的开发者列表样本验证了一组自动识别的核心开发者，（2）我们使用一组识别的核心开发人员来评估最先进的无监督开发者分类方法的准确性。我们的结果表明，我们从特权问题事件中提取的核心开发人员集合是健全的，最先进的无监督分类方法的准确性主要取决于数据源（提交数据与问题数据），而不是网络构建方法（有向与无向等），我们的研究结果将指导研究和实践选择合适的无监督分类方法，我们的方法可以帮助创建可靠的地面实况数据来训练有监督的分类方法。,软件及其工程，软件创建和管理，软件开发协作，开放源码模型,,,
JNAZYXAG,2023,https://doi.org/10.1145/3529318,TOSEM 2023,Testing Feedforward Neural Networks Training Programs,"At present, we are witnessing an increasing effort to improve the performance and trustworthiness of Deep Neural Networks (DNNs), with the aim to enable their adoption in safety critical systems such as self-driving cars or aircraft collision-avoidance systems. Multiple testing techniques are proposed to generate test cases that can expose inconsistencies in the behavior of DNN models. These techniques assume implicitly that the training program is bug-free and appropriately configured. However, satisfying this assumption for a novel problem requires significant engineering work to prepare the data, design the DNN, implement the training program, and tune the hyperparameters to produce the model for which current automated test data generators search for corner-case behaviors. All these model training steps can be error prone. Therefore, it is crucial to detect and correct errors throughout all the engineering steps of DNN-based software systems and not only on the resulting DNN model. ","Mathematics of computing,Probability and statistics,Probabilistic algorithms,Software and its engineering,Software creation and management,Software verification and validation,Software defect analysis,Software testing and debugging,Theory of computation,Theory and algorithms for application domains,Machine learning theory,Models of learning",测试前馈神经网络训练程序,目前，我们看到越来越多的人致力于提高深度神经网络（DNN）的性能和可信度，目的是使其能够应用于自动驾驶汽车或飞机防撞系统等安全关键系统。提出了多种测试技术来生成测试用例，这些测试用例可以暴露DNN模型行为中的不一致性。这些技术隐含地假设训练程序是无错误的并且配置适当。然而，对于一个新问题来说，满足这一假设需要大量的工程工作来准备数据、设计DNN、实施训练程序和调整超参数，以产生当前自动测试数据生成器搜索角落案例行为的模型。所有这些模型训练步骤都可能容易出错。因此，在基于DNN的软件系统的所有工程步骤中检测和纠正错误是至关重要的，而不仅仅是在生成的DNN模型上。,计算数学，概率统计，概率算法，软件及其工程，软件创建和管理，软件验证和确认，软件缺陷分析，软件测试和调试，计算理论，应用领域的理论和算法，机器学习理论，学习模型,,,
Z64G38YV,2023,https://doi.org/10.1145/3571850,TOSEM 2023,Blindspots in Python and Java APIs Result in Vulnerable Code,"Blindspots in APIs can cause software engineers to introduce vulnerabilities, but such blindspots are, unfortunately, common. We study the effect APIs with blindspots have on developers in two languages by replicating a 109-developer, 24-Java-API controlled experiment. Our replication applies to Python and involves 129 new developers and 22 new APIs. We find that using APIs with blindspots statistically significantly reduces the developers’ ability to correctly reason about the APIs in both languages, but that the effect is more pronounced for Python. Interestingly, for Java, the effect increased with complexity of the code relying on the API, whereas for Python, the opposite was true. This suggests that Python developers are less likely to notice potential for vulnerabilities in complex code than in simple code, whereas Java developers are more likely to recognize the extra complexity and apply more care, but are more careless with simple code. Whether the developers considered API uses to be more difficult, less clear, and less familiar did not have an effect on their ability to correctly reason about them. Developers with better long-term memory recall were more likely to correctly reason about APIs with blindspots, but short-term memory, processing speed, episodic memory, and memory span had no effect. Surprisingly, professional experience and expertise did not improve the developers’ ability to reason about APIs with blindspots across both languages, with long-term professionals with many years of experience making mistakes as often as relative novices. Finally, personality traits did not significantly affect the Python developers’ ability to reason about APIs with blindspots, but less extroverted and more open developers were better at reasoning about Java APIs with blindspots. Overall, our findings suggest that blindspots in APIs are a serious problem across languages, and that experience and education alone do not overcome that problem, suggesting that tools are needed to help developers recognize blindspots in APIs as they write code that uses those APIs.","Human-centered computing,Human computer interaction (HCI),HCI design and evaluation methods,User studies,Security and privacy,Software and application security,Software security engineering,Software and its engineering",Python和Java API中的盲点导致易受攻击的代码,API中的盲点可能会导致软件工程师引入漏洞，但不幸的是，这种盲点很常见。我们通过复制109开发人员24-Java-API控制的实验，研究了带有盲点的API对两种语言的开发人员的影响。我们的复制适用于Python，涉及129名新开发人员和22个新API。我们发现，在统计上，使用带有盲点的API会显著降低开发人员对两种语言中的API进行正确推理的能力，但对Python来说，这种影响更为明显。有趣的是，对于Java，这种效果随着依赖API的代码的复杂性而增加，而对于Python，情况正好相反。这表明，与简单代码相比，Python开发人员不太可能注意到复杂代码中潜在的漏洞，而Java开发人员更有可能意识到额外的复杂性并更加谨慎，但对简单代码更为粗心。开发人员是否认为API使用更难、更不清楚、更不熟悉，并没有影响他们正确推理的能力。具有更好的长期内存回忆的开发人员更有可能正确地推断出有盲点的API，但短期内存、处理速度、情节内存和内存跨度没有影响。令人惊讶的是，专业经验和专业知识并没有提高开发人员对两种语言中存在盲点的API进行推理的能力，具有多年经验的长期专业人员犯错误的频率与相对新手一样高。最后，性格特征并没有显著影响Python开发人员对有盲点的API进行推理的能力，但不那么外向、更开放的开发人员更善于对有盲点地Java API进行推理。总的来说，我们的研究结果表明，API中的盲点是跨语言的一个严重问题，仅靠经验和教育并不能解决这个问题，这表明需要一些工具来帮助开发人员在编写使用这些API的代码时识别API中的盲区。,以人为中心的计算，人机交互，人机交互设计和评估方法，用户研究，安全和隐私，软件和应用安全，软件安全工程，软件及其工程,,,
DIZ282BU,2023,https://doi.org/10.1145/3542947,TOSEM 2023,Dealing with Belief Uncertainty in Domain Models,"There are numerous domains in which information systems need to deal with uncertain information. These uncertainties may originate from different reasons such as vagueness, imprecision, incompleteness, or inconsistencies, and in many cases, they cannot be neglected. In this article, we are interested in representing and processing uncertain information in domain models, considering the stakeholders’ beliefs (opinions). We show how to associate beliefs to model elements and how to propagate and operate with their associated uncertainty so that domain experts can individually reason about their models enriched with their personal opinions. In addition, we address the challenge of combining the opinions of different domain experts on the same model elements, with the goal to come up with informed collective decisions. We provide different strategies and a methodology to optimally merge individual opinions.","Software and its engineering,Software notations and tools,System description languages,Software organization and properties,Software system structures,Software system models,Model-driven software engineering",处理领域模型中的置信不确定性,信息系统需要处理不确定信息的领域很多。这些不确定性可能源于不同的原因，如模糊、不精确、不完整或不一致，在许多情况下，它们不能被忽视。在本文中，我们感兴趣的是在领域模型中表示和处理不确定信息，并考虑利益相关者的信念（意见）。我们展示了如何将信念与模型元素相关联，以及如何传播和操作与之相关的不确定性，以便领域专家能够对他们的模型进行个性化推理，丰富他们的个人观点。此外，我们还应对了将不同领域专家对同一模型元素的意见结合起来的挑战，目标是做出知情的集体决定。我们提供不同的策略和方法，以最佳地合并个人意见。,软件及其工程，软件符号和工具，系统描述语言，软件组织和属性，软件系统结构，软件系统模型，模型驱动软件工程,,,
AWLRET9Q,2023,https://doi.org/10.1145/3583563,TOSEM 2023,Actor-Driven Decomposition of Microservices through Multi-level Scalability Assessment,"The microservices architectural style has gained widespread acceptance. However, designing applications according to this style is still challenging. Common difficulties concern finding clear boundaries that guide decomposition while ensuring performance and scalability. With the aim of providing software architects and engineers with a systematic methodology, we introduce a novel actor-driven decomposition strategy to complement the domain-driven design and overcome some of its limitations by reaching a finer modularization yet enforcing performance and scalability improvements. The methodology uses a multi-level scalability assessment framework that supports decision-making over iterative steps. At each iteration, architecture alternatives are quantitatively evaluated at multiple granularity levels. The assessment helps architects to understand the extent to which architecture alternatives increase or decrease performance and scalability. We applied the methodology to drive further decomposition of the core microservices of a real data-intensive smart mobility application and an existing open-source benchmark in the e-commerce domain. The results of an in-depth evaluation show that the approach can effectively support engineers in (i) decomposing monoliths or coarse-grained microservices into more scalable microservices and (ii) comparing among alternative architectures to guide decision-making for their deployment in modern infrastructures that orchestrate lightweight virtualized execution units.","Software and its engineering,Software creation and management,Designing software,Software organization and properties,Extra-functional properties,Software performance,Software system structures,Distributed systems organizing principles,Cloud computing,Software architectures",通过多级可扩展性评估实现微服务的行动者驱动分解,微服务的架构风格已经得到广泛接受。然而，根据这种风格设计应用程序仍然具有挑战性。常见的困难是在确保性能和可扩展性的同时，找到指导分解的清晰边界。为了向软件架构师和工程师提供系统的方法论，我们引入了一种新的行动者驱动的分解策略，以补充领域驱动的设计，并通过实现更精细的模块化来克服其一些局限性，同时加强性能和可扩展性的改进。该方法使用多级可扩展性评估框架，支持对迭代步骤进行决策。在每次迭代中，体系结构备选方案都会在多个粒度级别上进行定量评估。该评估有助于架构师了解体系结构备选方案在多大程度上提高或降低了性能和可扩展性。我们应用该方法来推动对真实数据密集型智能移动应用程序和电子商务领域现有开源基准的核心微服务的进一步分解。深入评估的结果表明，该方法可以有效地支持工程师（i）将单块或粗粒度微服务分解为更具可扩展性的微服务，以及（ii）在替代架构之间进行比较，以指导其在编排轻量级虚拟化执行单元的现代基础设施中的部署决策。,软件及其工程，软件创建和管理，设计软件，软件组织和属性，额外功能属性，软件性能，软件系统结构，分布式系统组织原则，云计算，软件体系结构,,,
HFIHL85N,2023,https://doi.org/10.1145/3569932,TOSEM 2023,Exploring Better Black-Box Test Case Prioritization via Log Analysis,"Test case prioritization (TCP) has been widely studied in regression testing, which aims to optimize the execution order of test cases so as to detect more faults earlier. TCP has been divided into white-box test case prioritization (WTCP) and black-box test case prioritization (BTCP). WTCP can achieve better prioritization effectiveness by utilizing source code information, but is not applicable in many practical scenarios (where source code is unavailable, e.g., outsourced testing). BTCP has the benefit of not relying on source code information, but tends to be less effective than WTCP. That is, both WTCP and BTCP suffer from limitations in the practical use.","Software and its engineering,Software creation and management,Software verification and validation,Software defect analysis,Software testing and debugging",通过日志分析探索更好的黑盒测试用例优先级,测试用例优先级（TCP）在回归测试中得到了广泛的研究，其目的是优化测试用例的执行顺序，以便更早地检测到更多的故障。TCP分为白盒测试用例优先级（WTCP）和黑盒测试用例优先（BTCP）。WTCP可以通过利用源代码信息来实现更好的优先级有效性，但不适用于许多实际场景（源代码不可用，例如外包测试）。BTCP具有不依赖源代码信息的优点，但往往不如WTCP有效。也就是说，WTCP和BTCP在实际使用中都受到限制。,软件及其工程，软件创建和管理，软件验证和确认，软件缺陷分析，软件测试和调试,,,
LTR66VXE,2023,https://doi.org/10.1145/3514233,TOSEM 2023,The Weights Can Be Harmful: Pareto Search versus Weighted Search in Multi-objective Search-based Software Engineering,"In presence of multiple objectives to be optimized in Search-Based Software Engineering (SBSE), Pareto search has been commonly adopted. It searches for a good approximation of the problem’s Pareto-optimal solutions, from which the stakeholders choose the most preferred solution according to their preferences. However, when clear preferences of the stakeholders (e.g., a set of weights that reflect relative importance between objectives) are available prior to the search, weighted search is believed to be the first choice, since it simplifies the search via converting the original multi-objective problem into a single-objective one and enables the search to focus on what only the stakeholders are interested in.","Software and its engineering,Software creation and management,Search-based software engineering,Software verification and validation,Empirical software validation,Software organization and properties,Extra-functional properties,Software performance",权重可能是有害的：基于多目标搜索的软件工程中的Pareto搜索与加权搜索,在基于搜索的软件工程（SBSE）中，存在多个需要优化的目标，Pareto搜索已被普遍采用。它搜索问题的Pareto最优解的良好近似，利益相关者根据自己的偏好从中选择最优选的解决方案。然而，当利益相关者的明确偏好（例如，反映目标之间相对重要性的一组权重）在搜索之前可用时，加权搜索被认为是第一选择，因为它通过将原始多目标问题转换为单目标问题来简化搜索，并使搜索能够专注于只有利益相关者感兴趣的内容。,软件及其工程，软件创建和管理，基于搜索的软件工程，软件验证和确认，经验软件验证，软件组织和属性，额外功能属性，软件性能,,,
TT4VBEYH,2023,https://doi.org/10.1145/3571853,TOSEM 2023,Do Performance Aspirations Matter for Guiding Software Configuration Tuning? An Empirical Investigation under Dual Performance Objectives,"Configurable software systems can be tuned for better performance. Leveraging on some Pareto optimizers, recent work has shifted from tuning for a single, time-related performance objective to two intrinsically different objectives that assess distinct performance aspects of the system, each with varying aspirations to be satisfied, e.g., “the latency is less than 10s” while “the memory usage is no more than 1GB”. Before we design better optimizers, a crucial engineering decision to make therein is how to handle the performance requirements with clear aspirations in the tuning process. For this, the community takes two alternative optimization models: either quantifying and incorporating the aspirations into the search objectives that guide the tuning, or not considering the aspirations during the search but purely using them in the later decision-making process only. However, despite being a crucial decision that determines how an optimizer can be designed and tailored, there is a rather limited understanding of which optimization model should be chosen under what particular circumstance, and why.","Software and its engineering,Software creation and management,Search-based software engineering,Software verification and validation,Empirical software validation,Software organization and properties,Extra-functional properties,Software performance",性能要求对指导软件配置调优有重要意义吗？双重绩效目标下的实证研究,可配置的软件系统可以进行调整以获得更好的性能。利用一些Pareto优化器，最近的工作已经从单一的、与时间相关的性能目标转变为两个本质上不同的目标，这两个目标评估系统的不同性能方面，每个目标都有不同的满足愿望，例如，“延迟小于10s”而“内存使用不超过1GB”。在我们设计更好的优化器之前，需要在其中做出的一个关键工程决策是如何在调优过程中以明确的愿望处理性能要求。为此，社区采用了两种可选的优化模型：要么量化愿望并将其纳入指导调整的搜索目标，要么在搜索过程中不考虑愿望，而仅在稍后的决策过程中使用它们。然而，尽管这是一个决定如何设计和定制优化器的关键决策，但对于在什么特定情况下应该选择哪个优化模型以及为什么选择，人们的理解相当有限。,软件及其工程，软件创建和管理，基于搜索的软件工程，软件验证和确认，经验软件验证，软件组织和属性，额外功能属性，软件性能,,,
SQL38G8P,2023,https://doi.org/10.1145/3587155,TOSEM 2023,Toward Understanding Deep Learning Framework Bugs,"DL frameworks are the basis of constructing all DL programs and models, and thus their bugs could lead to the unexpected behaviors of any DL program or model relying on them. Such a wide effect demonstrates the necessity and importance of guaranteeing DL frameworks’ quality. Understanding the characteristics of DL framework bugs is a fundamental step for this quality assurance task, facilitating designing effective bug detection and debugging approaches. Hence, in this work, we conduct the most large-scale study on 1,000 bugs from four popular and diverse DL frameworks (i.e., TensorFlow, PyTorch, MXNet, and DL4J). By analyzing the root causes and symptoms of DL framework bugs associated with five components decomposed from DL frameworks, as well as measuring test coverage achieved by three state-of-the-art testing techniques, we obtain 12 major findings for the comprehensive understanding of DL framework bugs and the current status of existing DL framework testing practice, and then provide a series of actionable guidelines for better DL framework bug detection and debugging. Finally, based on the guidelines, we design and implement a prototype DL-framework testing tool, called TenFuzz, which is evaluated to be effective and finds three unknown bugs on the latest TensorFlow framework in a preliminary study, indicating the significance of our guidelines.","General and reference,Cross-computing tools and techniques,Empirical studies,Software and its engineering,Software creation and management,Software verification and validation,Software defect analysis,Software notations and tools,Software libraries and repositories",深入理解深度学习框架错误,DL框架是构建所有DL程序和模型的基础，因此它们的错误可能导致任何依赖它们的DL程序或模型的意外行为。这种广泛的影响表明了保证DL框架质量的必要性和重要性。了解DL框架错误的特征是这项质量保证任务的基本步骤，有助于设计有效的错误检测和调试方法。因此，在这项工作中，我们对来自四个流行且多样化的DL框架（即TensorFlow、PyTorch、MXNet和DL4J）的1000个bug进行了最大规模的研究。通过分析与从DL框架分解的五个组件相关的DL框架错误的根源和症状，以及测量三种最先进的测试技术实现的测试覆盖率，我们获得了12个主要发现，以全面理解DL框架错误和现有DL框架测试实践的现状，然后为更好的DL框架错误检测和调试提供一系列可操作的指导方针。最后，在指南的基础上，我们设计并实现了一个名为TenFuzz的DL框架测试工具原型，该工具被评估为有效的，并在初步研究中发现了最新的TensorFlow框架上的三个未知错误，表明了我们指南的意义。,通则和参考，交叉计算工具和技术，经验研究，软件及其工程，软件创建和管理，软件验证和确认，软件缺陷分析，软件符号和工具，软件库和存储库,,,
9PYX8PHM,2023,https://doi.org/10.1145/3582573,TOSEM 2023,QuoTe: Quality-oriented Testing for Deep Learning Systems,"Recently, there has been significant growth of interest in applying software engineering techniques for the quality assurance of deep learning (DL) systems. One popular direction is DL testing—that is, given a property of test, defects of DL systems are found either by fuzzing or guided search with the help of certain testing metrics. However, recent studies have revealed that the neuron coverage metrics, which are commonly used by most existing DL testing approaches, are not necessarily correlated with model quality (e.g., robustness, the most studied model property), and are also not an effective measurement on the confidence of the model quality after testing. In this work, we address this gap by proposing a novel testing framework called QuoTe (i.e., Quality-oriented Testing). A key part of QuoTe is a quantitative measurement on (1) the value of each test case in enhancing the model property of interest (often via retraining) and (2) the convergence quality of the model property improvement. QuoTe utilizes the proposed metric to automatically select or generate valuable test cases for improving model quality. The proposed metric is also a lightweight yet strong indicator of how well the improvement converged. Extensive experiments on both image and tabular datasets with a variety of model architectures confirm the effectiveness and efficiency of QuoTe in improving DL model quality—that is, robustness and fairness. As a generic quality-oriented testing framework, future adaptations can be made to other domains (e.g., text) as well as other model properties.","Computing methodologies,Machine learning,Machine learning approaches,Neural networks,Software and its engineering,Software creation and management,Software verification and validation,Software defect analysis,Software testing and debugging",QuoTe：面向质量的深度学习系统测试,最近，人们对将软件工程技术应用于深度学习（DL）系统的质量保证的兴趣显著增长。一个流行的方向是DL测试——也就是说，给定测试的性质，DL系统的缺陷可以通过模糊化或在某些测试指标的帮助下进行引导搜索来发现。然而，最近的研究表明，大多数现有DL测试方法通常使用的神经元覆盖度量不一定与模型质量相关（例如，鲁棒性，研究最多的模型属性），并且也不是测试后模型质量置信度的有效测量。在这项工作中，我们通过提出一种新的测试框架QuoTe（即面向质量的测试）来解决这一差距。QuoTe的一个关键部分是对（1）每个测试用例在增强感兴趣的模型特性方面的价值（通常通过重新训练）和（2）模型特性改进的收敛质量的定量测量。QuoTe利用所提出的度量来自动选择或生成有价值的测试用例，以提高模型质量。所提出的指标也是一个轻量级但有力的指标，表明改进的收敛程度。在具有各种模型架构的图像和表格数据集上进行的大量实验证实了QuoTe在提高DL模型质量方面的有效性和效率，即鲁棒性和公平性。作为一个通用的面向质量的测试框架，未来可以对其他领域（例如文本）以及其他模型属性进行调整。,计算方法，机器学习，机器学习方法，神经网络，软件及其工程，软件创建和管理，软件验证和确认，软件缺陷分析，软件测试和调试,,,
